name,group,corr_coeff
qPFJetPt,mean,0.9913744220387469
qPFJetPt,RMS,0.8483976408805368
qPFJetPt,Q1,0.2393643655667804
qPFJetPt,Q2,0.9969487064547898
qPFJetPt,Q3,0.996765901395458
qPFJetPt,Q4,0.9961635066574078
qPFJetPt,Q5,0.16139845919857107
qPFJetEta,mean,0.2631477059825372
qPFJetEta,RMS,0.9964961716073277
qPFJetEta,Q1,0.3287580575102215
qPFJetEta,Q2,0.9865673256894805
qPFJetEta,Q3,0.2106443853295454
qPFJetEta,Q4,0.9847096875126656
qPFJetEta,Q5,0.5091633216371584
qPFJetPhi,mean,0.16207240586843824
qPFJetPhi,RMS,0.3683728121234686
qPFJetPhi,Q1,0.4573065108542917
qPFJetPhi,Q2,0.14165795473558915
qPFJetPhi,Q3,0.29972755036463283
qPFJetPhi,Q4,0.3485873596559517
qPFJetPhi,Q5,0.455173513542731
qPFJet0Pt,mean,0.781791454700625
qPFJet0Pt,RMS,0.08054172640068563
qPFJet0Pt,Q1,0.3855015970725684
qPFJet0Pt,Q2,0.9316592937649686
qPFJet0Pt,Q3,0.8880131246796624
qPFJet0Pt,Q4,0.5744781121365187
qPFJet0Pt,Q5,0.16140567960140167
qPFJet1Pt,mean,0.987748631356582
qPFJet1Pt,RMS,0.8241729364196317
qPFJet1Pt,Q1,0.23251498898774745
qPFJet1Pt,Q2,0.9962351864292158
qPFJet1Pt,Q3,0.9957097879989223
qPFJet1Pt,Q4,0.993072193728323
qPFJet1Pt,Q5,0.7203517517270148
qPFJet2Pt,mean,0.9964133025428997
qPFJet2Pt,RMS,0.7787746302253116
qPFJet2Pt,Q1,0.22508132199275613
qPFJet2Pt,Q2,0.9970453054077935
qPFJet2Pt,Q3,0.9968634313688386
qPFJet2Pt,Q4,0.9959411659473131
qPFJet2Pt,Q5,0.51061090809691
qPFJet3Pt,mean,0.9973462050115158
qPFJet3Pt,RMS,0.9411362531012897
qPFJet3Pt,Q1,0.26867748920712253
qPFJet3Pt,Q2,0.9971790237507435
qPFJet3Pt,Q3,0.9970434214994732
qPFJet3Pt,Q4,0.9963941694631376
qPFJet3Pt,Q5,0.583956052041983
qPFJet4Pt,mean,0.9975670500802294
qPFJet4Pt,RMS,0.8888057345466652
qPFJet4Pt,Q1,0.3479339372905678
qPFJet4Pt,Q2,0.997000570689345
qPFJet4Pt,Q3,0.9969715204597777
qPFJet4Pt,Q4,0.9962608150443757
qPFJet4Pt,Q5,0.6110006102362896
qPFJet5Pt,mean,0.42290658225084304
qPFJet5Pt,RMS,0.684972675507801
qPFJet5Pt,Q1,0.44784965259768
qPFJet5Pt,Q2,0.6039773704975625
qPFJet5Pt,Q3,0.738474141555206
qPFJet5Pt,Q4,0.8034836879879584
qPFJet5Pt,Q5,0.5437967173134279
qPFJet0Eta,mean,0.024602408779523063
qPFJet0Eta,RMS,0.17556173932218574
qPFJet0Eta,Q1,0.18649853996554944
qPFJet0Eta,Q2,0.19403116840920276
qPFJet0Eta,Q3,0.013390049611717447
qPFJet0Eta,Q4,0.1801329631948618
qPFJet0Eta,Q5,0.20191411778651197
qPFJet1Eta,mean,0.06329101142139344
qPFJet1Eta,RMS,0.9245504118898772
qPFJet1Eta,Q1,0.07252716762456307
qPFJet1Eta,Q2,0.6840156752726116
qPFJet1Eta,Q3,0.044608488181024517
qPFJet1Eta,Q4,0.6435027654957685
qPFJet1Eta,Q5,0.056806304679531926
qPFJet2Eta,mean,0.019738157185981542
qPFJet2Eta,RMS,0.9125151828535771
qPFJet2Eta,Q1,0.28431252945470575
qPFJet2Eta,Q2,0.6440968699789419
qPFJet2Eta,Q3,0.024744337315323946
qPFJet2Eta,Q4,0.6579488365528973
qPFJet2Eta,Q5,0.2876548360429007
qPFJet3Eta,mean,0.03140778907912699
qPFJet3Eta,RMS,0.905188434035712
qPFJet3Eta,Q1,0.5119394380527817
qPFJet3Eta,Q2,0.4774652133734886
qPFJet3Eta,Q3,0.027870523236043145
qPFJet3Eta,Q4,0.49805177361222475
qPFJet3Eta,Q5,0.49317174903795813
qPFJet4Eta,mean,0.05250094616461414
qPFJet4Eta,RMS,0.9344713216604966
qPFJet4Eta,Q1,0.5446956437560554
qPFJet4Eta,Q2,0.40345622813426685
qPFJet4Eta,Q3,0.04507766183056188
qPFJet4Eta,Q4,0.3924614489312353
qPFJet4Eta,Q5,0.5484602850551566
qPFJet5Eta,mean,0.05072129286930291
qPFJet5Eta,RMS,0.9585799297979363
qPFJet5Eta,Q1,0.7058836883297188
qPFJet5Eta,Q2,0.43924030286542015
qPFJet5Eta,Q3,0.04197152397326957
qPFJet5Eta,Q4,0.47836748008670266
qPFJet5Eta,Q5,0.696191972118179
qPFJet0Phi,mean,0.06559387262484322
qPFJet0Phi,RMS,0.024098984959796867
qPFJet0Phi,Q1,0.22245356937342425
qPFJet0Phi,Q2,0.03489448140859689
qPFJet0Phi,Q3,0.058587729258564904
qPFJet0Phi,Q4,0.05144969337580849
qPFJet0Phi,Q5,0.23028677799832106
qPFJet1Phi,mean,0.024107033649226263
qPFJet1Phi,RMS,0.0727416802946374
qPFJet1Phi,Q1,0.28201380112629404
qPFJet1Phi,Q2,0.035438013833309384
qPFJet1Phi,Q3,0.01754427985387951
qPFJet1Phi,Q4,0.06573714188984664
qPFJet1Phi,Q5,0.2631395592885694
qPFJet2Phi,mean,0.03139070114900313
qPFJet2Phi,RMS,0.056966842445997666
qPFJet2Phi,Q1,0.2593208328651804
qPFJet2Phi,Q2,0.018101622242958915
qPFJet2Phi,Q3,0.032205925613741165
qPFJet2Phi,Q4,0.05409938496285831
qPFJet2Phi,Q5,0.27008651948218854
qPFJet3Phi,mean,0.04959405809028914
qPFJet3Phi,RMS,0.03176727118840825
qPFJet3Phi,Q1,0.24424734655485797
qPFJet3Phi,Q2,0.02777144281692407
qPFJet3Phi,Q3,0.054965837099765935
qPFJet3Phi,Q4,0.047087203207195824
qPFJet3Phi,Q5,0.23513149919552553
qPFJet4Phi,mean,0.036524777820145626
qPFJet4Phi,RMS,0.05552159053789499
qPFJet4Phi,Q1,0.22680437030382128
qPFJet4Phi,Q2,0.0451470884873218
qPFJet4Phi,Q3,0.029399941295355142
qPFJet4Phi,Q4,0.049371334149201154
qPFJet4Phi,Q5,0.20460768952510971
qPFJet5Phi,mean,0.02661628569146529
qPFJet5Phi,RMS,0.10410855382996168
qPFJet5Phi,Q1,0.1787405804338897
qPFJet5Phi,Q2,0.08537364716365878
qPFJet5Phi,Q3,0.044191174693699486
qPFJet5Phi,Q4,0.06222961306597165
qPFJet5Phi,Q5,0.17392307220402625
qPFJet4CHS0Pt,mean,0.5402070868108111
qPFJet4CHS0Pt,RMS,0.0825938474855507
qPFJet4CHS0Pt,Q1,0.366821491479991
qPFJet4CHS0Pt,Q2,0.7840570099662498
qPFJet4CHS0Pt,Q3,0.6581677234229527
qPFJet4CHS0Pt,Q4,0.3742540844034044
qPFJet4CHS0Pt,Q5,0.1559805613952195
qPFJet4CHS1Pt,mean,0.9664615853005951
qPFJet4CHS1Pt,RMS,0.8901563760709015
qPFJet4CHS1Pt,Q1,0.22811199536824797
qPFJet4CHS1Pt,Q2,0.9955904124051539
qPFJet4CHS1Pt,Q3,0.9946207632105023
qPFJet4CHS1Pt,Q4,0.9811568572874114
qPFJet4CHS1Pt,Q5,0.7312661778328274
qPFJet4CHS2Pt,mean,0.9943844507888479
qPFJet4CHS2Pt,RMS,0.6972000408017401
qPFJet4CHS2Pt,Q1,0.24922913663356336
qPFJet4CHS2Pt,Q2,0.9967476462598139
qPFJet4CHS2Pt,Q3,0.9962938897458505
qPFJet4CHS2Pt,Q4,0.9951419598862817
qPFJet4CHS2Pt,Q5,0.6446926386783658
qPFJet4CHS3Pt,mean,0.9967870613190811
qPFJet4CHS3Pt,RMS,0.7269785255407306
qPFJet4CHS3Pt,Q1,0.3536807358961418
qPFJet4CHS3Pt,Q2,0.9968739760324921
qPFJet4CHS3Pt,Q3,0.9966457598064664
qPFJet4CHS3Pt,Q4,0.9957917043834059
qPFJet4CHS3Pt,Q5,0.44729595476339545
qPFJet4CHS4Pt,mean,0.9971001933412855
qPFJet4CHS4Pt,RMS,0.6858246251043343
qPFJet4CHS4Pt,Q1,0.47325950094958863
qPFJet4CHS4Pt,Q2,0.9964553002496577
qPFJet4CHS4Pt,Q3,0.9963260340070181
qPFJet4CHS4Pt,Q4,0.9953084061817147
qPFJet4CHS4Pt,Q5,0.39922589570382194
qPFJet4CHS5Pt,mean,0.39933460050919
qPFJet4CHS5Pt,RMS,0.8209486367015345
qPFJet4CHS5Pt,Q1,0.560392717962784
qPFJet4CHS5Pt,Q2,0.7852324418799634
qPFJet4CHS5Pt,Q3,0.8890075757772801
qPFJet4CHS5Pt,Q4,0.9274279850565164
qPFJet4CHS5Pt,Q5,0.6309655923178223
qPFJet4CHS0Eta,mean,0.04685448219498266
qPFJet4CHS0Eta,RMS,0.8711235141598811
qPFJet4CHS0Eta,Q1,0.27959488274654504
qPFJet4CHS0Eta,Q2,0.24128311413421957
qPFJet4CHS0Eta,Q3,0.02337017165292847
qPFJet4CHS0Eta,Q4,0.20903056469763484
qPFJet4CHS0Eta,Q5,0.29327356950887046
qPFJet4CHS1Eta,mean,0.03840742388322904
qPFJet4CHS1Eta,RMS,0.9723340542680108
qPFJet4CHS1Eta,Q1,0.15131753190540936
qPFJet4CHS1Eta,Q2,0.9099118473933155
qPFJet4CHS1Eta,Q3,0.04099493336122234
qPFJet4CHS1Eta,Q4,0.9116688340425674
qPFJet4CHS1Eta,Q5,0.13658425315668327
qPFJet4CHS2Eta,mean,0.02798395788125717
qPFJet4CHS2Eta,RMS,0.8637232420737698
qPFJet4CHS2Eta,Q1,0.4179142622400722
qPFJet4CHS2Eta,Q2,0.6011321084871316
qPFJet4CHS2Eta,Q3,0.03105402030683478
qPFJet4CHS2Eta,Q4,0.6057765244868175
qPFJet4CHS2Eta,Q5,0.412423407358932
qPFJet4CHS3Eta,mean,0.024077422982446646
qPFJet4CHS3Eta,RMS,0.6023955458019574
qPFJet4CHS3Eta,Q1,0.5233282714688592
qPFJet4CHS3Eta,Q2,0.58551143883634
qPFJet4CHS3Eta,Q3,0.029344588010362566
qPFJet4CHS3Eta,Q4,0.5979673218273177
qPFJet4CHS3Eta,Q5,0.49336856351181757
qPFJet4CHS4Eta,mean,0.02608643134711723
qPFJet4CHS4Eta,RMS,0.3942300466314468
qPFJet4CHS4Eta,Q1,0.5284848068695934
qPFJet4CHS4Eta,Q2,0.728154135790469
qPFJet4CHS4Eta,Q3,0.0318677087503474
qPFJet4CHS4Eta,Q4,0.7170846775377195
qPFJet4CHS4Eta,Q5,0.5282244217395223
qPFJet4CHS5Eta,mean,0.03648680481469548
qPFJet4CHS5Eta,RMS,0.5476336611796563
qPFJet4CHS5Eta,Q1,0.6405451984472751
qPFJet4CHS5Eta,Q2,0.7499369091103056
qPFJet4CHS5Eta,Q3,0.020134651252962373
qPFJet4CHS5Eta,Q4,0.7198666161638242
qPFJet4CHS5Eta,Q5,0.6817655654327484
qPFJet4CHS0Phi,mean,0.03010150978330363
qPFJet4CHS0Phi,RMS,0.026092999263659766
qPFJet4CHS0Phi,Q1,0.22169899324807385
qPFJet4CHS0Phi,Q2,0.0270006515232457
qPFJet4CHS0Phi,Q3,0.03311463255708571
qPFJet4CHS0Phi,Q4,0.020794595237406913
qPFJet4CHS0Phi,Q5,0.24701910070839272
qPFJet4CHS1Phi,mean,0.061685935343656594
qPFJet4CHS1Phi,RMS,0.05153634930435768
qPFJet4CHS1Phi,Q1,0.2746681487239025
qPFJet4CHS1Phi,Q2,0.0429462957948057
qPFJet4CHS1Phi,Q3,0.05816245888034711
qPFJet4CHS1Phi,Q4,0.08393966045602762
qPFJet4CHS1Phi,Q5,0.28890374609927777
qPFJet4CHS2Phi,mean,0.03187635191123528
qPFJet4CHS2Phi,RMS,0.021902276323651132
qPFJet4CHS2Phi,Q1,0.22451003971362749
qPFJet4CHS2Phi,Q2,0.039560472302305916
qPFJet4CHS2Phi,Q3,0.039665758545627906
qPFJet4CHS2Phi,Q4,0.03594591554347351
qPFJet4CHS2Phi,Q5,0.22218002418135505
qPFJet4CHS3Phi,mean,0.01683771038031638
qPFJet4CHS3Phi,RMS,0.030185126685997026
qPFJet4CHS3Phi,Q1,0.2112187076738016
qPFJet4CHS3Phi,Q2,0.029862370265103508
qPFJet4CHS3Phi,Q3,0.01710866621592568
qPFJet4CHS3Phi,Q4,0.014546639338444295
qPFJet4CHS3Phi,Q5,0.21454344673455858
qPFJet4CHS4Phi,mean,0.019764712357306497
qPFJet4CHS4Phi,RMS,0.07587032764434853
qPFJet4CHS4Phi,Q1,0.1866026179803018
qPFJet4CHS4Phi,Q2,0.047950889971019886
qPFJet4CHS4Phi,Q3,0.019481005987834466
qPFJet4CHS4Phi,Q4,0.03910084609959098
qPFJet4CHS4Phi,Q5,0.20095362073700268
qPFJet4CHS5Phi,mean,0.026952620260509916
qPFJet4CHS5Phi,RMS,0.11432403992504327
qPFJet4CHS5Phi,Q1,0.17919344507204985
qPFJet4CHS5Phi,Q2,0.08242753230189054
qPFJet4CHS5Phi,Q3,0.03416090538789026
qPFJet4CHS5Phi,Q4,0.05316145077211383
qPFJet4CHS5Phi,Q5,0.1739264818320074
qPFJet8CHS0Pt,mean,0.9749447522755824
qPFJet8CHS0Pt,RMS,0.4764118024673711
qPFJet8CHS0Pt,Q1,0.021210630414131088
qPFJet8CHS0Pt,Q2,0.8817411729359597
qPFJet8CHS0Pt,Q3,0.981111864787101
qPFJet8CHS0Pt,Q4,0.8580453050254903
qPFJet8CHS0Pt,Q5,0.1715436261373112
qPFJet8CHS1Pt,mean,0.9834276071338051
qPFJet8CHS1Pt,RMS,0.8135334003895408
qPFJet8CHS1Pt,Q1,0.0
qPFJet8CHS1Pt,Q2,0.9584606977704634
qPFJet8CHS1Pt,Q3,0.8525776356307764
qPFJet8CHS1Pt,Q4,0.8506365825513863
qPFJet8CHS1Pt,Q5,0.14620755931769877
qPFJet8CHS2Pt,mean,0.9963196314493182
qPFJet8CHS2Pt,RMS,0.9165253114863349
qPFJet8CHS2Pt,Q1,0.0
qPFJet8CHS2Pt,Q2,0.9388044619706427
qPFJet8CHS2Pt,Q3,0.960879214259893
qPFJet8CHS2Pt,Q4,0.9499956661603146
qPFJet8CHS2Pt,Q5,0.1374687072475505
qPFJet8CHS3Pt,mean,0.996785053058295
qPFJet8CHS3Pt,RMS,0.9796106101687201
qPFJet8CHS3Pt,Q1,0.0
qPFJet8CHS3Pt,Q2,0.9089234480141377
qPFJet8CHS3Pt,Q3,0.9468915125764569
qPFJet8CHS3Pt,Q4,0.9672328724981439
qPFJet8CHS3Pt,Q5,0.14497435601424805
qPFJet8CHS4Pt,mean,0.9965591199613884
qPFJet8CHS4Pt,RMS,0.9919690646352226
qPFJet8CHS4Pt,Q1,0.0
qPFJet8CHS4Pt,Q2,0.8372084234808473
qPFJet8CHS4Pt,Q3,0.9341957888046014
qPFJet8CHS4Pt,Q4,0.951203592830757
qPFJet8CHS4Pt,Q5,0.14053101053137082
qPFJet8CHS5Pt,mean,0.996063413316906
qPFJet8CHS5Pt,RMS,0.9935413399395763
qPFJet8CHS5Pt,Q1,0.0
qPFJet8CHS5Pt,Q2,0.3702705712588732
qPFJet8CHS5Pt,Q3,0.9203511669647662
qPFJet8CHS5Pt,Q4,0.943464626175138
qPFJet8CHS5Pt,Q5,0.30691455799798634
qPFJet8CHS0Eta,mean,0.3347892619526156
qPFJet8CHS0Eta,RMS,0.9912807659449561
qPFJet8CHS0Eta,Q1,0.5162336818990836
qPFJet8CHS0Eta,Q2,0.9534191024820448
qPFJet8CHS0Eta,Q3,0.421213909044154
qPFJet8CHS0Eta,Q4,0.9438654431376305
qPFJet8CHS0Eta,Q5,0.5237695188802856
qPFJet8CHS1Eta,mean,0.37423084173068133
qPFJet8CHS1Eta,RMS,0.9945045837778782
qPFJet8CHS1Eta,Q1,0.5478005353063026
qPFJet8CHS1Eta,Q2,0.9793443033266077
qPFJet8CHS1Eta,Q3,0.2730248878115889
qPFJet8CHS1Eta,Q4,0.9753999811036467
qPFJet8CHS1Eta,Q5,0.5475753443693361
qPFJet8CHS2Eta,mean,0.38911480969693724
qPFJet8CHS2Eta,RMS,0.9961695506435647
qPFJet8CHS2Eta,Q1,0.6410176098997964
qPFJet8CHS2Eta,Q2,0.986339723892414
qPFJet8CHS2Eta,Q3,0.14117511808452674
qPFJet8CHS2Eta,Q4,0.9855534677679355
qPFJet8CHS2Eta,Q5,0.6199728379025204
qPFJet8CHS3Eta,mean,0.2891033106949254
qPFJet8CHS3Eta,RMS,0.996317553331347
qPFJet8CHS3Eta,Q1,0.7570156350815113
qPFJet8CHS3Eta,Q2,0.9746216946975916
qPFJet8CHS3Eta,Q3,0.0
qPFJet8CHS3Eta,Q4,0.9760981646829958
qPFJet8CHS3Eta,Q5,0.7629321865394809
qPFJet8CHS4Eta,mean,0.10164690066938327
qPFJet8CHS4Eta,RMS,0.9959905262117481
qPFJet8CHS4Eta,Q1,0.7856838127184114
qPFJet8CHS4Eta,Q2,0.9663041648898533
qPFJet8CHS4Eta,Q3,0.0
qPFJet8CHS4Eta,Q4,0.9672184748302007
qPFJet8CHS4Eta,Q5,0.7876101591269976
qPFJet8CHS5Eta,mean,0.20209600661695554
qPFJet8CHS5Eta,RMS,0.9953229375507116
qPFJet8CHS5Eta,Q1,0.7768409039582201
qPFJet8CHS5Eta,Q2,0.9443086174810547
qPFJet8CHS5Eta,Q3,0.0
qPFJet8CHS5Eta,Q4,0.9520396455640463
qPFJet8CHS5Eta,Q5,0.7736786843457087
qPFJet8CHS0Phi,mean,0.0937429385192292
qPFJet8CHS0Phi,RMS,0.945650965177181
qPFJet8CHS0Phi,Q1,0.2552696295874692
qPFJet8CHS0Phi,Q2,0.8662348733926327
qPFJet8CHS0Phi,Q3,0.19026212461910613
qPFJet8CHS0Phi,Q4,0.8790572005266161
qPFJet8CHS0Phi,Q5,0.2605249742136382
qPFJet8CHS1Phi,mean,0.020813343878007998
qPFJet8CHS1Phi,RMS,0.977718184787059
qPFJet8CHS1Phi,Q1,0.30627331994884044
qPFJet8CHS1Phi,Q2,0.9594611416951638
qPFJet8CHS1Phi,Q3,0.05060776442599412
qPFJet8CHS1Phi,Q4,0.9572795493548467
qPFJet8CHS1Phi,Q5,0.3156593501730757
qPFJet8CHS2Phi,mean,0.08425270998814006
qPFJet8CHS2Phi,RMS,0.9928194336872679
qPFJet8CHS2Phi,Q1,0.49419604754684887
qPFJet8CHS2Phi,Q2,0.9836135164963028
qPFJet8CHS2Phi,Q3,0.10883757315890268
qPFJet8CHS2Phi,Q4,0.9838370426912252
qPFJet8CHS2Phi,Q5,0.4790953936466919
qPFJet8CHS3Phi,mean,0.10190020189345679
qPFJet8CHS3Phi,RMS,0.9941749261562631
qPFJet8CHS3Phi,Q1,0.5938612942245585
qPFJet8CHS3Phi,Q2,0.9811947993353488
qPFJet8CHS3Phi,Q3,0.12410906610108667
qPFJet8CHS3Phi,Q4,0.98180195948784
qPFJet8CHS3Phi,Q5,0.5974384351384531
qPFJet8CHS4Phi,mean,0.09906630684318732
qPFJet8CHS4Phi,RMS,0.994346204123242
qPFJet8CHS4Phi,Q1,0.6547785677983345
qPFJet8CHS4Phi,Q2,0.9746911899384637
qPFJet8CHS4Phi,Q3,0.0
qPFJet8CHS4Phi,Q4,0.9739388469022187
qPFJet8CHS4Phi,Q5,0.6508609490211212
qPFJet8CHS5Phi,mean,0.09840960323565806
qPFJet8CHS5Phi,RMS,0.9937481760635777
qPFJet8CHS5Phi,Q1,0.7513363767300614
qPFJet8CHS5Phi,Q2,0.9551439353808999
qPFJet8CHS5Phi,Q3,0.0
qPFJet8CHS5Phi,Q4,0.9601478168973698
qPFJet8CHS5Phi,Q5,0.7479697551391667
qPFJetEI0Pt,mean,0.5226593807926108
qPFJetEI0Pt,RMS,0.09668758269001654
qPFJetEI0Pt,Q1,0.4632932063924046
qPFJetEI0Pt,Q2,0.8783028542479979
qPFJetEI0Pt,Q3,0.4264527572014651
qPFJetEI0Pt,Q4,0.36706942245238455
qPFJetEI0Pt,Q5,0.1566121453868488
qPFJetEI1Pt,mean,0.97663349540334
qPFJetEI1Pt,RMS,0.8687676673021026
qPFJetEI1Pt,Q1,0.35699239336020183
qPFJetEI1Pt,Q2,0.9962150619898312
qPFJetEI1Pt,Q3,0.9954998978499571
qPFJetEI1Pt,Q4,0.9907761247325547
qPFJetEI1Pt,Q5,0.7259454785126187
qPFJetEI2Pt,mean,0.9955905670287182
qPFJetEI2Pt,RMS,0.67401685705238
qPFJetEI2Pt,Q1,0.4041119296898987
qPFJetEI2Pt,Q2,0.9968589712974042
qPFJetEI2Pt,Q3,0.996512071977481
qPFJetEI2Pt,Q4,0.9954607618834074
qPFJetEI2Pt,Q5,0.6204118445692227
qPFJetEI3Pt,mean,0.9971359292536693
qPFJetEI3Pt,RMS,0.7464768926290111
qPFJetEI3Pt,Q1,0.4856603904839702
qPFJetEI3Pt,Q2,0.9969463135047264
qPFJetEI3Pt,Q3,0.9967371307743369
qPFJetEI3Pt,Q4,0.9958940243182939
qPFJetEI3Pt,Q5,0.43899703995343303
qPFJetEI4Pt,mean,0.9972247494076067
qPFJetEI4Pt,RMS,0.7102708386682435
qPFJetEI4Pt,Q1,0.5580458121593777
qPFJetEI4Pt,Q2,0.9964858920674183
qPFJetEI4Pt,Q3,0.9963918808734915
qPFJetEI4Pt,Q4,0.9954003345575743
qPFJetEI4Pt,Q5,0.4180722255747627
qPFJetEI5Pt,mean,0.38930814846923184
qPFJetEI5Pt,RMS,0.8643851566485803
qPFJetEI5Pt,Q1,0.6214750488940198
qPFJetEI5Pt,Q2,0.7670758572111669
qPFJetEI5Pt,Q3,0.8834822843378423
qPFJetEI5Pt,Q4,0.9254786584774283
qPFJetEI5Pt,Q5,0.6219608136170754
qPFJetEI0Eta,mean,0.08268489956423332
qPFJetEI0Eta,RMS,0.91606116549671
qPFJetEI0Eta,Q1,0.14547631437446687
qPFJetEI0Eta,Q2,0.4791508988334288
qPFJetEI0Eta,Q3,0.0469413120973978
qPFJetEI0Eta,Q4,0.42010739938326275
qPFJetEI0Eta,Q5,0.16434407189303726
qPFJetEI1Eta,mean,0.029333192028131897
qPFJetEI1Eta,RMS,0.9694078995544128
qPFJetEI1Eta,Q1,0.14566235323345486
qPFJetEI1Eta,Q2,0.9041719988542295
qPFJetEI1Eta,Q3,0.030757222394227835
qPFJetEI1Eta,Q4,0.9027138591015011
qPFJetEI1Eta,Q5,0.12058839986129988
qPFJetEI2Eta,mean,0.024254264857260635
qPFJetEI2Eta,RMS,0.8559628350830443
qPFJetEI2Eta,Q1,0.4144247170121415
qPFJetEI2Eta,Q2,0.5763696744176061
qPFJetEI2Eta,Q3,0.028004255793386237
qPFJetEI2Eta,Q4,0.5855991993697451
qPFJetEI2Eta,Q5,0.41515686130917373
qPFJetEI3Eta,mean,0.018541625566236456
qPFJetEI3Eta,RMS,0.596357753944605
qPFJetEI3Eta,Q1,0.5225620395774498
qPFJetEI3Eta,Q2,0.5901095190784751
qPFJetEI3Eta,Q3,0.023321433577657664
qPFJetEI3Eta,Q4,0.5938608926731325
qPFJetEI3Eta,Q5,0.4951641980253481
qPFJetEI4Eta,mean,0.028522668472325513
qPFJetEI4Eta,RMS,0.4088338462508143
qPFJetEI4Eta,Q1,0.5230677758183675
qPFJetEI4Eta,Q2,0.7319530641100277
qPFJetEI4Eta,Q3,0.030568864712614535
qPFJetEI4Eta,Q4,0.7156613110915727
qPFJetEI4Eta,Q5,0.5235292134596324
qPFJetEI5Eta,mean,0.036809439329505374
qPFJetEI5Eta,RMS,0.5629785557446895
qPFJetEI5Eta,Q1,0.6405529975432047
qPFJetEI5Eta,Q2,0.7473583022436691
qPFJetEI5Eta,Q3,0.018600669928616392
qPFJetEI5Eta,Q4,0.718286169498443
qPFJetEI5Eta,Q5,0.6811191584347499
qPFJetEI0Phi,mean,0.03790351085694762
qPFJetEI0Phi,RMS,0.017573737448469073
qPFJetEI0Phi,Q1,0.23421194609227905
qPFJetEI0Phi,Q2,0.02916318668263558
qPFJetEI0Phi,Q3,0.036759676028835564
qPFJetEI0Phi,Q4,0.021572075628021024
qPFJetEI0Phi,Q5,0.2487565919981424
qPFJetEI1Phi,mean,0.06514932166059563
qPFJetEI1Phi,RMS,0.04479606226516844
qPFJetEI1Phi,Q1,0.227727508659373
qPFJetEI1Phi,Q2,0.042373678842261
qPFJetEI1Phi,Q3,0.061315703442139526
qPFJetEI1Phi,Q4,0.07543469895480968
qPFJetEI1Phi,Q5,0.29320776117896213
qPFJetEI2Phi,mean,0.020929774683546145
qPFJetEI2Phi,RMS,0.032675212030130095
qPFJetEI2Phi,Q1,0.23222923116754307
qPFJetEI2Phi,Q2,0.03518173378582287
qPFJetEI2Phi,Q3,0.029905679362674045
qPFJetEI2Phi,Q4,0.020538042121968796
qPFJetEI2Phi,Q5,0.193545963888715
qPFJetEI3Phi,mean,0.02484666903192468
