name,group,corr_coeff
qPFJetEI3Phi,RMS,0.043595604284453866
qPFJetEI3Phi,Q1,0.18928037356054175
qPFJetEI3Phi,Q2,0.038508349113630845
qPFJetEI3Phi,Q3,0.02216506407118434
qPFJetEI3Phi,Q4,0.01601648090002523
qPFJetEI3Phi,Q5,0.22375477784764994
qPFJetEI4Phi,mean,0.020297045980402356
qPFJetEI4Phi,RMS,0.09656688548678888
qPFJetEI4Phi,Q1,0.18431364641248246
qPFJetEI4Phi,Q2,0.05808006772495444
qPFJetEI4Phi,Q3,0.016763897510717492
qPFJetEI4Phi,Q4,0.04750903392296109
qPFJetEI4Phi,Q5,0.1961970816816548
qPFJetEI5Phi,mean,0.0284865425605995
qPFJetEI5Phi,RMS,0.1432142179654876
qPFJetEI5Phi,Q1,0.17784099146195118
qPFJetEI5Phi,Q2,0.10014624589298764
qPFJetEI5Phi,Q3,0.03687439766482869
qPFJetEI5Phi,Q4,0.06749175758014651
qPFJetEI5Phi,Q5,0.17021646973348706
qPFJet8CHSSD0Pt,mean,0.8785132669677027
qPFJet8CHSSD0Pt,RMS,0.3369447722191959
qPFJet8CHSSD0Pt,Q1,0.0
qPFJet8CHSSD0Pt,Q2,0.0
qPFJet8CHSSD0Pt,Q3,0.0
qPFJet8CHSSD0Pt,Q4,0.8281921652962958
qPFJet8CHSSD0Pt,Q5,0.14703152281984838
qPFJet8CHSSD1Pt,mean,0.7690590785703751
qPFJet8CHSSD1Pt,RMS,0.2501950277269487
qPFJet8CHSSD1Pt,Q1,0.0
qPFJet8CHSSD1Pt,Q2,0.0
qPFJet8CHSSD1Pt,Q3,0.0
qPFJet8CHSSD1Pt,Q4,0.8207612983585569
qPFJet8CHSSD1Pt,Q5,0.20627052889467962
qPFJet8CHSSD2Pt,mean,0.7834462546637148
qPFJet8CHSSD2Pt,RMS,0.45042739399985227
qPFJet8CHSSD2Pt,Q1,0.0
qPFJet8CHSSD2Pt,Q2,0.0
qPFJet8CHSSD2Pt,Q3,0.0
qPFJet8CHSSD2Pt,Q4,0.06285368871037315
qPFJet8CHSSD2Pt,Q5,0.1749335950408593
qPFJet8CHSSD3Pt,mean,0.7177558371927577
qPFJet8CHSSD3Pt,RMS,0.3856233807365385
qPFJet8CHSSD3Pt,Q1,0.0
qPFJet8CHSSD3Pt,Q2,0.0
qPFJet8CHSSD3Pt,Q3,0.0
qPFJet8CHSSD3Pt,Q4,0.09671687302266967
qPFJet8CHSSD3Pt,Q5,0.18672763846410223
qPFJet8CHSSD4Pt,mean,0.8306678625722832
qPFJet8CHSSD4Pt,RMS,0.7246920002695395
qPFJet8CHSSD4Pt,Q1,0.0
qPFJet8CHSSD4Pt,Q2,0.0
qPFJet8CHSSD4Pt,Q3,0.0
qPFJet8CHSSD4Pt,Q4,0.0
qPFJet8CHSSD4Pt,Q5,0.2071905832370075
qPFJet8CHSSD5Pt,mean,0.8107550434818345
qPFJet8CHSSD5Pt,RMS,0.5757602434339901
qPFJet8CHSSD5Pt,Q1,0.0
qPFJet8CHSSD5Pt,Q2,0.0
qPFJet8CHSSD5Pt,Q3,0.0
qPFJet8CHSSD5Pt,Q4,0.0
qPFJet8CHSSD5Pt,Q5,0.1990538504000169
qPFJet8CHSSD0Eta,mean,0.05936564060605177
qPFJet8CHSSD0Eta,RMS,0.9273054030182379
qPFJet8CHSSD0Eta,Q1,0.6155075453535078
qPFJet8CHSSD0Eta,Q2,0.0
qPFJet8CHSSD0Eta,Q3,0.0
qPFJet8CHSSD0Eta,Q4,0.0
qPFJet8CHSSD0Eta,Q5,0.600412114156285
qPFJet8CHSSD1Eta,mean,0.059677514713650126
qPFJet8CHSSD1Eta,RMS,0.9300095696437193
qPFJet8CHSSD1Eta,Q1,0.6181342996322842
qPFJet8CHSSD1Eta,Q2,0.0
qPFJet8CHSSD1Eta,Q3,0.0
qPFJet8CHSSD1Eta,Q4,0.0
qPFJet8CHSSD1Eta,Q5,0.6064045738531619
qPFJet8CHSSD2Eta,mean,0.04281233993698742
qPFJet8CHSSD2Eta,RMS,0.8672506495598822
qPFJet8CHSSD2Eta,Q1,0.5798950777598413
qPFJet8CHSSD2Eta,Q2,0.0
qPFJet8CHSSD2Eta,Q3,0.0
qPFJet8CHSSD2Eta,Q4,0.0
qPFJet8CHSSD2Eta,Q5,0.5766876477876901
qPFJet8CHSSD3Eta,mean,0.048123839183082634
qPFJet8CHSSD3Eta,RMS,0.8759927900738291
qPFJet8CHSSD3Eta,Q1,0.6049159906731137
qPFJet8CHSSD3Eta,Q2,0.0
qPFJet8CHSSD3Eta,Q3,0.0
qPFJet8CHSSD3Eta,Q4,0.0
qPFJet8CHSSD3Eta,Q5,0.5992716821414497
qPFJet8CHSSD4Eta,mean,0.0688942110207655
qPFJet8CHSSD4Eta,RMS,0.8761928807867653
qPFJet8CHSSD4Eta,Q1,0.6287470424043505
qPFJet8CHSSD4Eta,Q2,0.0
qPFJet8CHSSD4Eta,Q3,0.0
qPFJet8CHSSD4Eta,Q4,0.0
qPFJet8CHSSD4Eta,Q5,0.6232178659054949
qPFJet8CHSSD5Eta,mean,0.062357765764930594
qPFJet8CHSSD5Eta,RMS,0.8715534444510374
qPFJet8CHSSD5Eta,Q1,0.6296751438211693
qPFJet8CHSSD5Eta,Q2,0.0
qPFJet8CHSSD5Eta,Q3,0.0
qPFJet8CHSSD5Eta,Q4,0.0
qPFJet8CHSSD5Eta,Q5,0.6261595631697292
qPFJet8CHSSD0Phi,mean,0.03919421368887315
qPFJet8CHSSD0Phi,RMS,0.8179722875641102
qPFJet8CHSSD0Phi,Q1,0.3173740058941517
qPFJet8CHSSD0Phi,Q2,0.0
qPFJet8CHSSD0Phi,Q3,0.0
qPFJet8CHSSD0Phi,Q4,0.0
qPFJet8CHSSD0Phi,Q5,0.30006817805610714
qPFJet8CHSSD1Phi,mean,0.030773516883017427
qPFJet8CHSSD1Phi,RMS,0.8186831213501252
qPFJet8CHSSD1Phi,Q1,0.2855099006734629
qPFJet8CHSSD1Phi,Q2,0.0
qPFJet8CHSSD1Phi,Q3,0.0
qPFJet8CHSSD1Phi,Q4,0.0
qPFJet8CHSSD1Phi,Q5,0.3214760273155303
qPFJet8CHSSD2Phi,mean,0.02909615143603906
qPFJet8CHSSD2Phi,RMS,0.7371063168789515
qPFJet8CHSSD2Phi,Q1,0.29263699834655815
qPFJet8CHSSD2Phi,Q2,0.0
qPFJet8CHSSD2Phi,Q3,0.0
qPFJet8CHSSD2Phi,Q4,0.0
qPFJet8CHSSD2Phi,Q5,0.3336859767737687
qPFJet8CHSSD3Phi,mean,0.025569999739866373
qPFJet8CHSSD3Phi,RMS,0.738290915621509
qPFJet8CHSSD3Phi,Q1,0.30824865840258225
qPFJet8CHSSD3Phi,Q2,0.0
qPFJet8CHSSD3Phi,Q3,0.0
qPFJet8CHSSD3Phi,Q4,0.0
qPFJet8CHSSD3Phi,Q5,0.31394292283951086
qPFJet8CHSSD4Phi,mean,0.02727424546667585
qPFJet8CHSSD4Phi,RMS,0.7408462047902327
qPFJet8CHSSD4Phi,Q1,0.39592937173113485
qPFJet8CHSSD4Phi,Q2,0.0
qPFJet8CHSSD4Phi,Q3,0.0
qPFJet8CHSSD4Phi,Q4,0.0
qPFJet8CHSSD4Phi,Q5,0.4121897153945378
qPFJet8CHSSD5Phi,mean,0.021533326974713895
qPFJet8CHSSD5Phi,RMS,0.7409352327840577
qPFJet8CHSSD5Phi,Q1,0.3955927822586764
qPFJet8CHSSD5Phi,Q2,0.0
qPFJet8CHSSD5Phi,Q3,0.0
qPFJet8CHSSD5Phi,Q4,0.0
qPFJet8CHSSD5Phi,Q5,0.39887021205298534
qPFJetTopCHS0Pt,mean,0.6670513065051035
qPFJetTopCHS0Pt,RMS,0.16989731886823545
qPFJetTopCHS0Pt,Q1,0.0
qPFJetTopCHS0Pt,Q2,0.0
qPFJetTopCHS0Pt,Q3,0.0
qPFJetTopCHS0Pt,Q4,0.7446079768676741
qPFJetTopCHS0Pt,Q5,0.15529041583717612
qPFJetTopCHS1Pt,mean,0.28579288281741716
qPFJetTopCHS1Pt,RMS,0.3875693701583758
qPFJetTopCHS1Pt,Q1,0.0
qPFJetTopCHS1Pt,Q2,0.0
qPFJetTopCHS1Pt,Q3,0.0
qPFJetTopCHS1Pt,Q4,0.8275909152538865
qPFJetTopCHS1Pt,Q5,0.18884255010239756
qPFJetTopCHS2Pt,mean,0.36431073001653475
qPFJetTopCHS2Pt,RMS,0.14569069168557752
qPFJetTopCHS2Pt,Q1,0.0
qPFJetTopCHS2Pt,Q2,0.0
qPFJetTopCHS2Pt,Q3,0.0
qPFJetTopCHS2Pt,Q4,0.8755254716471462
qPFJetTopCHS2Pt,Q5,0.19721664931746222
qPFJetTopCHS3Pt,mean,0.879538231209073
qPFJetTopCHS3Pt,RMS,0.6381288981683345
qPFJetTopCHS3Pt,Q1,0.0
qPFJetTopCHS3Pt,Q2,0.0
qPFJetTopCHS3Pt,Q3,0.0
qPFJetTopCHS3Pt,Q4,0.0
qPFJetTopCHS3Pt,Q5,0.19907099419139554
qPFJetTopCHS4Pt,mean,0.7512725224251355
qPFJetTopCHS4Pt,RMS,0.2480337228635298
qPFJetTopCHS4Pt,Q1,0.0
qPFJetTopCHS4Pt,Q2,0.0
qPFJetTopCHS4Pt,Q3,0.0
qPFJetTopCHS4Pt,Q4,0.0
qPFJetTopCHS4Pt,Q5,0.1888180968349431
qPFJetTopCHS5Pt,mean,0.7421174532076877
qPFJetTopCHS5Pt,RMS,0.07511479397567807
qPFJetTopCHS5Pt,Q1,0.0
qPFJetTopCHS5Pt,Q2,0.0
qPFJetTopCHS5Pt,Q3,0.0
qPFJetTopCHS5Pt,Q4,0.0
qPFJetTopCHS5Pt,Q5,0.12871849595827536
qPFJetTopCHS0Eta,mean,0.025745331909983588
qPFJetTopCHS0Eta,RMS,0.4761972594590576
qPFJetTopCHS0Eta,Q1,0.16902366015521506
qPFJetTopCHS0Eta,Q2,0.0
qPFJetTopCHS0Eta,Q3,0.0
qPFJetTopCHS0Eta,Q4,0.0
qPFJetTopCHS0Eta,Q5,0.2020788366523625
qPFJetTopCHS1Eta,mean,0.03309585181322661
qPFJetTopCHS1Eta,RMS,0.6348120835485572
qPFJetTopCHS1Eta,Q1,0.40382505558921455
qPFJetTopCHS1Eta,Q2,0.0
qPFJetTopCHS1Eta,Q3,0.0
qPFJetTopCHS1Eta,Q4,0.0
qPFJetTopCHS1Eta,Q5,0.40530281297233467
qPFJetTopCHS2Eta,mean,0.04988814797132282
qPFJetTopCHS2Eta,RMS,0.7972162609557968
qPFJetTopCHS2Eta,Q1,0.3940845740884595
qPFJetTopCHS2Eta,Q2,0.0
qPFJetTopCHS2Eta,Q3,0.0
qPFJetTopCHS2Eta,Q4,0.0
qPFJetTopCHS2Eta,Q5,0.41845404350104715
qPFJetTopCHS3Eta,mean,0.038459125624327496
qPFJetTopCHS3Eta,RMS,0.8072428737319893
qPFJetTopCHS3Eta,Q1,0.35529049656805134
qPFJetTopCHS3Eta,Q2,0.0
qPFJetTopCHS3Eta,Q3,0.0
qPFJetTopCHS3Eta,Q4,0.0
qPFJetTopCHS3Eta,Q5,0.36865030136526566
qPFJetTopCHS4Eta,mean,0.03742433261085466
qPFJetTopCHS4Eta,RMS,0.8578376596521633
qPFJetTopCHS4Eta,Q1,0.4859305763000119
qPFJetTopCHS4Eta,Q2,0.0
qPFJetTopCHS4Eta,Q3,0.0
qPFJetTopCHS4Eta,Q4,0.0
qPFJetTopCHS4Eta,Q5,0.46682389506276184
qPFJetTopCHS5Eta,mean,0.04896435308513986
qPFJetTopCHS5Eta,RMS,0.8849815750816561
qPFJetTopCHS5Eta,Q1,0.524807560461799
qPFJetTopCHS5Eta,Q2,0.0
qPFJetTopCHS5Eta,Q3,0.0
qPFJetTopCHS5Eta,Q4,0.0
qPFJetTopCHS5Eta,Q5,0.5246801251376434
qPFJetTopCHS0Phi,mean,0.039914801488228645
qPFJetTopCHS0Phi,RMS,0.7255159529772378
qPFJetTopCHS0Phi,Q1,0.2919415212763728
qPFJetTopCHS0Phi,Q2,0.0
qPFJetTopCHS0Phi,Q3,0.0
qPFJetTopCHS0Phi,Q4,0.0
qPFJetTopCHS0Phi,Q5,0.28162943457290623
qPFJetTopCHS1Phi,mean,0.06544789872486906
qPFJetTopCHS1Phi,RMS,0.8137786615189713
qPFJetTopCHS1Phi,Q1,0.30539286619156797
qPFJetTopCHS1Phi,Q2,0.0
qPFJetTopCHS1Phi,Q3,0.0
qPFJetTopCHS1Phi,Q4,0.0
qPFJetTopCHS1Phi,Q5,0.3344650186429127
qPFJetTopCHS2Phi,mean,0.05089251573993273
qPFJetTopCHS2Phi,RMS,0.8939611259545205
qPFJetTopCHS2Phi,Q1,0.3567612338639755
qPFJetTopCHS2Phi,Q2,0.0
qPFJetTopCHS2Phi,Q3,0.0
qPFJetTopCHS2Phi,Q4,0.0
qPFJetTopCHS2Phi,Q5,0.3539156907861583
qPFJetTopCHS3Phi,mean,0.024889832135826316
qPFJetTopCHS3Phi,RMS,0.8673827814033893
qPFJetTopCHS3Phi,Q1,0.3865007272755074
qPFJetTopCHS3Phi,Q2,0.0
qPFJetTopCHS3Phi,Q3,0.0
qPFJetTopCHS3Phi,Q4,0.0
qPFJetTopCHS3Phi,Q5,0.3781030446356921
qPFJetTopCHS4Phi,mean,0.023298482986571407
qPFJetTopCHS4Phi,RMS,0.8974559924993902
qPFJetTopCHS4Phi,Q1,0.45577279398132275
qPFJetTopCHS4Phi,Q2,0.0
qPFJetTopCHS4Phi,Q3,0.0
qPFJetTopCHS4Phi,Q4,0.0
qPFJetTopCHS4Phi,Q5,0.4459381475294515
qPFJetTopCHS5Phi,mean,0.018740858823091122
qPFJetTopCHS5Phi,RMS,0.9168652326681652
qPFJetTopCHS5Phi,Q1,0.504468420784343
qPFJetTopCHS5Phi,Q2,0.0
qPFJetTopCHS5Phi,Q3,0.0
qPFJetTopCHS5Phi,Q4,0.0
qPFJetTopCHS5Phi,Q5,0.5120085482334452
qCalJet0Pt,mean,0.8003331197860821
qCalJet0Pt,RMS,0.11580104036403349
qCalJet0Pt,Q1,0.6961798492336286
qCalJet0Pt,Q2,0.9901857191801126
qCalJet0Pt,Q3,0.9033842804912513
qCalJet0Pt,Q4,0.4580294803526923
qCalJet0Pt,Q5,0.18663447637692365
qCalJet1Pt,mean,0.946690674243528
qCalJet1Pt,RMS,0.9186050213158068
qCalJet1Pt,Q1,0.6736206302670477
qCalJet1Pt,Q2,0.9808029677991773
qCalJet1Pt,Q3,0.9369829946123953
qCalJet1Pt,Q4,0.9616788235032263
qCalJet1Pt,Q5,0.5196410815430893
qCalJet2Pt,mean,0.9471559736937228
qCalJet2Pt,RMS,0.9551156084916129
qCalJet2Pt,Q1,0.6209609272190135
qCalJet2Pt,Q2,0.9161793027273838
qCalJet2Pt,Q3,0.984452128779985
qCalJet2Pt,Q4,0.8682743890015762
qCalJet2Pt,Q5,0.608848663970895
qCalJet3Pt,mean,0.9954322231765609
qCalJet3Pt,RMS,0.9848216519879235
qCalJet3Pt,Q1,0.46242629190307627
qCalJet3Pt,Q2,0.9533731159296681
qCalJet3Pt,Q3,0.801405611179373
qCalJet3Pt,Q4,0.9783784533535713
qCalJet3Pt,Q5,0.6279750022529763
qCalJet4Pt,mean,0.9970310890715134
qCalJet4Pt,RMS,0.993825779244462
qCalJet4Pt,Q1,0.3275813759884395
qCalJet4Pt,Q2,0.9435395918703022
qCalJet4Pt,Q3,0.8859131307322186
qCalJet4Pt,Q4,0.8428540661840417
qCalJet4Pt,Q5,0.5967888172938005
qCalJet5Pt,mean,0.9972387844723049
qCalJet5Pt,RMS,0.9949178398927438
qCalJet5Pt,Q1,0.227897523940544
qCalJet5Pt,Q2,0.9629802550997132
qCalJet5Pt,Q3,0.9167466428147546
qCalJet5Pt,Q4,0.5543967314451967
qCalJet5Pt,Q5,0.5269088515967526
qCalJet0Eta,mean,0.15653577534935884
qCalJet0Eta,RMS,0.9707198501595529
qCalJet0Eta,Q1,0.04431597898550018
qCalJet0Eta,Q2,0.9225834330677568
qCalJet0Eta,Q3,0.21815232329008852
qCalJet0Eta,Q4,0.9013319541788063
qCalJet0Eta,Q5,0.05065303362478223
qCalJet1Eta,mean,0.2173783651099711
qCalJet1Eta,RMS,0.9947754306582618
qCalJet1Eta,Q1,0.16403683940011735
qCalJet1Eta,Q2,0.9791309848462549
qCalJet1Eta,Q3,0.43740668166235064
qCalJet1Eta,Q4,0.9792384505132242
qCalJet1Eta,Q5,0.144497511207942
qCalJet2Eta,mean,0.1320156345396964
qCalJet2Eta,RMS,0.9950737330727921
qCalJet2Eta,Q1,0.2413571232544941
qCalJet2Eta,Q2,0.9634804609475108
qCalJet2Eta,Q3,0.2783303695079887
qCalJet2Eta,Q4,0.964345286427071
qCalJet2Eta,Q5,0.2295924923541733
qCalJet3Eta,mean,0.09942731724044397
qCalJet3Eta,RMS,0.9955519955916835
qCalJet3Eta,Q1,0.4383275387014663
qCalJet3Eta,Q2,0.959750218287674
qCalJet3Eta,Q3,0.17745670010021028
qCalJet3Eta,Q4,0.9636685825979618
qCalJet3Eta,Q5,0.4389440311750816
qCalJet4Eta,mean,0.06302712778623577
qCalJet4Eta,RMS,0.9956899206854823
qCalJet4Eta,Q1,0.5832980895787454
qCalJet4Eta,Q2,0.9641708041161675
qCalJet4Eta,Q3,0.11098788287631198
qCalJet4Eta,Q4,0.9676027609491108
qCalJet4Eta,Q5,0.5941506435972134
qCalJet5Eta,mean,0.06165679949913261
qCalJet5Eta,RMS,0.9959262228030126
qCalJet5Eta,Q1,0.6815474705128525
qCalJet5Eta,Q2,0.9754958947354766
qCalJet5Eta,Q3,0.03938086512207693
qCalJet5Eta,Q4,0.9767323990894189
qCalJet5Eta,Q5,0.6809247580475505
qCalJet0Phi,mean,0.04524842784517557
qCalJet0Phi,RMS,0.6175250453370209
qCalJet0Phi,Q1,0.29594037872831147
qCalJet0Phi,Q2,0.3911858491977777
qCalJet0Phi,Q3,0.021481573709529852
qCalJet0Phi,Q4,0.41130454345705864
qCalJet0Phi,Q5,0.28501572760619576
qCalJet1Phi,mean,0.0623072322066398
qCalJet1Phi,RMS,0.8960273687193303
qCalJet1Phi,Q1,0.36131075437639626
qCalJet1Phi,Q2,0.7595032754104418
qCalJet1Phi,Q3,0.03300514360066497
qCalJet1Phi,Q4,0.7689410113958229
qCalJet1Phi,Q5,0.3584326447916212
qCalJet2Phi,mean,0.042598989838394795
qCalJet2Phi,RMS,0.9636552792429327
qCalJet2Phi,Q1,0.38989102872729664
qCalJet2Phi,Q2,0.9151044269273282
qCalJet2Phi,Q3,0.021319120283488393
qCalJet2Phi,Q4,0.91476540204846
qCalJet2Phi,Q5,0.39558246302618016
qCalJet3Phi,mean,0.03079551845868729
qCalJet3Phi,RMS,0.9820291853101016
qCalJet3Phi,Q1,0.4144110065261651
qCalJet3Phi,Q2,0.9630777960312967
qCalJet3Phi,Q3,0.06358535266071741
qCalJet3Phi,Q4,0.9625279889509641
qCalJet3Phi,Q5,0.4452443213559014
qCalJet4Phi,mean,0.03777177341028093
qCalJet4Phi,RMS,0.9887556998103552
qCalJet4Phi,Q1,0.4714441105343731
qCalJet4Phi,Q2,0.9766343504785098
qCalJet4Phi,Q3,0.11047714835372319
qCalJet4Phi,Q4,0.9773301586980621
qCalJet4Phi,Q5,0.478259470575155
qCalJet5Phi,mean,0.053492578112039155
qCalJet5Phi,RMS,0.9918210321988181
qCalJet5Phi,Q1,0.4473156742726017
qCalJet5Phi,Q2,0.9835458797443648
qCalJet5Phi,Q3,0.12587396287420474
qCalJet5Phi,Q4,0.9839482426263503
qCalJet5Phi,Q5,0.491871360045223
qCalJet0En,mean,0.9791593135891449
qCalJet0En,RMS,0.6186834638273984
qCalJet0En,Q1,0.7034796245167467
qCalJet0En,Q2,0.9746734094387463
qCalJet0En,Q3,0.9845649971148006
qCalJet0En,Q4,0.9834508055459283
qCalJet0En,Q5,0.27034934906380226
qCalJet1En,mean,0.993920217208304
qCalJet1En,RMS,0.33607084753512567
qCalJet1En,Q1,0.6716451944950643
qCalJet1En,Q2,0.9928798434086586
qCalJet1En,Q3,0.9942321468810466
qCalJet1En,Q4,0.9909262095092799
qCalJet1En,Q5,0.3242680495539721
qCalJet2En,mean,0.9942626170837118
qCalJet2En,RMS,0.585106051191376
qCalJet2En,Q1,0.6196463897145148
qCalJet2En,Q2,0.9942013490769362
qCalJet2En,Q3,0.9905368050333435
qCalJet2En,Q4,0.9893770036300716
qCalJet2En,Q5,0.36893679292648035
qCalJet3En,mean,0.9950672111085888
qCalJet3En,RMS,0.8495390620476158
qCalJet3En,Q1,0.4624696923700583
qCalJet3En,Q2,0.992963850616505
qCalJet3En,Q3,0.9873401458126826
qCalJet3En,Q4,0.9904094925095143
qCalJet3En,Q5,0.1734741184923724
qCalJet4En,mean,0.9949898331857334
qCalJet4En,RMS,0.9458101402235481
qCalJet4En,Q1,0.32733420096838317
qCalJet4En,Q2,0.9868501950001988
qCalJet4En,Q3,0.988439449546193
qCalJet4En,Q4,0.989001673218348
qCalJet4En,Q5,0.283923186119554
qCalJet5En,mean,0.995159163100971
qCalJet5En,RMS,0.9717985825122342
qCalJet5En,Q1,0.22844368036601667
qCalJet5En,Q2,0.9743068044203576
qCalJet5En,Q3,0.9849702427640797
qCalJet5En,Q4,0.9882092589825081
qCalJet5En,Q5,0.44369803044154743
qPho0Pt,mean,0.3897216449239759
qPho0Pt,RMS,0.10159213318893934
qPho0Pt,Q1,0.0
qPho0Pt,Q2,0.0
qPho0Pt,Q3,0.0
qPho0Pt,Q4,0.3720863531767851
qPho0Pt,Q5,0.1751080968173834
qPho1Pt,mean,0.4510762644963425
qPho1Pt,RMS,0.10059907363336536
qPho1Pt,Q1,0.0
qPho1Pt,Q2,0.0
qPho1Pt,Q3,0.0
qPho1Pt,Q4,0.0
qPho1Pt,Q5,0.18889785251264352
qPho2Pt,mean,0.4871215329988113
qPho2Pt,RMS,0.15067745972626195
qPho2Pt,Q1,0.0
qPho2Pt,Q2,0.0
qPho2Pt,Q3,0.0
qPho2Pt,Q4,0.0
qPho2Pt,Q5,0.1616606969837503
qPho3Pt,mean,0.4247166236146297
qPho3Pt,RMS,0.2090798688814352
qPho3Pt,Q1,0.0
qPho3Pt,Q2,0.0
qPho3Pt,Q3,0.0
qPho3Pt,Q4,0.0
qPho3Pt,Q5,0.13680406976868492
qPho4Pt,mean,0.3307274323877426
qPho4Pt,RMS,0.26666220072388225
qPho4Pt,Q1,0.0
qPho4Pt,Q2,0.0
qPho4Pt,Q3,0.0
qPho4Pt,Q4,0.0
qPho4Pt,Q5,0.1991751013313599
qPho5Pt,mean,0.226016341359241
qPho5Pt,RMS,0.2678181682761345
qPho5Pt,Q1,0.0
qPho5Pt,Q2,0.0
qPho5Pt,Q3,0.0
qPho5Pt,Q4,0.0
qPho5Pt,Q5,0.31328971548646933
qPho0Eta,mean,0.1395989966835323
qPho0Eta,RMS,0.890461234050534
qPho0Eta,Q1,0.4052836874431923
qPho0Eta,Q2,0.024667336060179366
qPho0Eta,Q3,0.0
qPho0Eta,Q4,0.1333717798671131
qPho0Eta,Q5,0.3666732703197388
qPho1Eta,mean,0.09219629748858704
qPho1Eta,RMS,0.8301676889146797
qPho1Eta,Q1,0.4429304620998467
qPho1Eta,Q2,0.0
qPho1Eta,Q3,0.0
qPho1Eta,Q4,0.0
qPho1Eta,Q5,0.4425443846256738
qPho2Eta,mean,0.06662312334131014
qPho2Eta,RMS,0.7216846713709312
qPho2Eta,Q1,0.47238828498501184
qPho2Eta,Q2,0.0
qPho2Eta,Q3,0.0
qPho2Eta,Q4,0.0
qPho2Eta,Q5,0.4701909640702561
qPho3Eta,mean,0.05049041592939645
qPho3Eta,RMS,0.5786439977767049
qPho3Eta,Q1,0.46082404583323133
qPho3Eta,Q2,0.0
qPho3Eta,Q3,0.0
qPho3Eta,Q4,0.0
qPho3Eta,Q5,0.4789585391073508
qPho4Eta,mean,0.028091720560405424
qPho4Eta,RMS,0.4351442147364226
qPho4Eta,Q1,0.42248697392995843
qPho4Eta,Q2,0.0
qPho4Eta,Q3,0.0
qPho4Eta,Q4,0.0
qPho4Eta,Q5,0.4320708085818027
qPho5Eta,mean,0.035710251667899706
qPho5Eta,RMS,0.32622847580234043
qPho5Eta,Q1,0.31098557521981823
qPho5Eta,Q2,0.0
qPho5Eta,Q3,0.0
qPho5Eta,Q4,0.0
qPho5Eta,Q5,0.32581240737013045
qPho0Phi,mean,0.031202844832167242
qPho0Phi,RMS,0.5767127911899567
qPho0Phi,Q1,0.2732809271278982
qPho0Phi,Q2,0.02832567709730352
qPho0Phi,Q3,0.0
qPho0Phi,Q4,-1.9274607745768084e-05
qPho0Phi,Q5,0.28208062133571843
qPho1Phi,mean,0.02892592240247951
qPho1Phi,RMS,0.584870080619429
qPho1Phi,Q1,0.3075554188931544
qPho1Phi,Q2,0.0
qPho1Phi,Q3,0.0
qPho1Phi,Q4,0.0
qPho1Phi,Q5,0.2860677610290421
qPho2Phi,mean,0.02783112502088143
qPho2Phi,RMS,0.5070707685287321
qPho2Phi,Q1,0.3424109997343216
qPho2Phi,Q2,0.0
qPho2Phi,Q3,0.0
qPho2Phi,Q4,0.0
qPho2Phi,Q5,0.3395769369553707
qPho3Phi,mean,0.015232238998228245
qPho3Phi,RMS,0.4019674863690344
qPho3Phi,Q1,0.3641594518145464
qPho3Phi,Q2,0.0
qPho3Phi,Q3,0.0
qPho3Phi,Q4,0.0
qPho3Phi,Q5,0.33950032463013935
qPho4Phi,mean,0.012130122242582314
qPho4Phi,RMS,0.3260062073361621
qPho4Phi,Q1,0.3643635717991406
qPho4Phi,Q2,0.0
qPho4Phi,Q3,0.0
qPho4Phi,Q4,0.0
qPho4Phi,Q5,0.3607703454286134
qPho5Phi,mean,0.02270557329752246
qPho5Phi,RMS,0.25451377246814655
qPho5Phi,Q1,0.2685729968075788
qPho5Phi,Q2,0.0
qPho5Phi,Q3,0.0
qPho5Phi,Q4,0.0
qPho5Phi,Q5,0.2644381962562096
qPho0En,mean,0.6657837373863612
qPho0En,RMS,0.2141054165255965
qPho0En,Q1,0.0
qPho0En,Q2,0.0
qPho0En,Q3,0.0
qPho0En,Q4,0.7982118704928792
qPho0En,Q5,0.20201074695055726
